cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-19,0.0,0.0425531914893617,0.03333333333333333,0.027522935779816515,0.02,0.019704433497536946,0.009615384615384616,0.0,0.0,0.046153846153846156,0.024,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.030303030303030304,0.02702702702702703,0.03260869565217391,0.018691588785046728,0.0,0.125,0.1,0.0,0.02247191011235955,0.0,0.030303030303030304,0.019704433497536946,0.02617801047120419,0.0,0.015384615384615385,0.061224489795918366,0.01818181818181818,0.021872265966754154,0.0,0.024054982817869417,0.03594771241830065,0.011363636363636364,,0.0
-18,0.03,0.02040816326530612,0.0,0.0136986301369863,0.013245033112582781,0.027131782945736434,0.015625,0.00909090909090909,0.0,0.027777777777777776,0.022598870056497175,0.0625,0.0,0.0,0.0,0.0,0.01935483870967742,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.07462686567164178,0.02287581699346405,0.0,0.0070921985815602835,0.011428571428571429,0.012987012987012988,0.0,0.0,0.0,0.02185792349726776,0.01588628762541806,0.057692307692307696,0.02926829268292683,0.0377906976744186,0.023255813953488372,,0.0
-17,0.0,0.0,0.07142857142857142,0.013513513513513514,0.00684931506849315,0.024896265560165973,0.016666666666666666,0.0,0.0,0.04477611940298507,0.022935779816513763,0.0,0.09090909090909091,0.043478260869565216,0.0,0.0,0.0273972602739726,0.05,0.018518518518518517,0.023809523809523808,0.02247191011235955,0.0,0.0,0.0,0.02,0.0121580547112462,0.0,0.017241379310344827,0.021164021164021163,0.040268456375838924,0.0,0.013513513513513514,0.050505050505050504,0.013422818791946308,0.014382402707275803,0.0,0.018867924528301886,0.03067484662576687,0.0,,0.08333333333333333
-16,0.008928571428571428,0.0,0.0,0.02092050209205021,0.0,0.03937007874015748,0.007352941176470588,0.02,0.0,0.045454545454545456,0.012295081967213115,0.0,0.0,0.015873015873015872,,0.0,0.019736842105263157,0.0,0.011111111111111112,0.013157894736842105,0.007326007326007326,0.0,0.0,0.0,0.08333333333333333,0.022988505747126436,0.0,0.015384615384615385,0.0125,0.02531645569620253,0.0,0.027777777777777776,0.057971014492753624,0.017341040462427744,0.017200938232994525,0.0,0.02531645569620253,0.021021021021021023,0.016129032258064516,,0.045454545454545456
-15,0.009009009009009009,0.014925373134328358,0.0,0.022222222222222223,0.028368794326241134,0.01948051948051948,0.015037593984962405,0.021505376344086023,0.0,0.061224489795918366,0.02066115702479339,0.037037037037037035,0.0,0.025,0.0,0.029411764705882353,0.017857142857142856,0.0,0.01282051282051282,0.0273972602739726,0.0,0.0,0.0,0.0,0.03076923076923077,0.024024024024024024,0.0,0.014814814814814815,0.023668639053254437,0.031496062992125984,0.058823529411764705,0.0,0.0,0.017142857142857144,0.021052631578947368,0.015151515151515152,0.004464285714285714,0.013623978201634877,0.029850746268656716,,0.0
-14,0.044444444444444446,0.0,0.07142857142857142,0.014285714285714285,0.014084507042253521,0.026490066225165563,0.02,0.03636363636363636,0.0,0.0425531914893617,0.04504504504504504,0.041666666666666664,0.02040816326530612,0.0625,0.0,0.05714285714285714,0.02666666666666667,0.04081632653061224,0.0,0.0,0.011834319526627219,0.08333333333333333,0.0,0.0,0.1,0.041666666666666664,0.037037037037037035,0.0,0.009523809523809525,0.020618556701030927,0.08333333333333333,0.018867924528301886,0.06818181818181818,0.029411764705882353,0.01726121979286536,0.0,0.0,0.022222222222222223,0.0,,0.0
-13,0.03,0.02666666666666667,0.0,0.036065573770491806,0.0,0.011152416356877323,0.01592356687898089,0.046153846153846156,0.0,0.038461538461538464,0.03177966101694915,0.01694915254237288,0.016713091922005572,0.0,0.0,0.0,0.021739130434782608,0.010309278350515464,0.010752688172043012,0.0,0.0189873417721519,0.07317073170731707,0.0,0.0,0.029850746268656716,0.023255813953488372,0.01639344262295082,0.0234375,0.018604651162790697,0.045454545454545456,0.0,0.0,0.014492753623188406,0.006329113924050633,0.017684887459807074,0.015625,0.013888888888888888,0.034782608695652174,0.016129032258064516,0.027522935779816515,0.0
-12,0.008403361344537815,0.0,0.0,0.018808777429467086,0.0,0.01875,0.021333333333333333,0.06557377049180328,0.0,0.05319148936170213,0.028985507246376812,0.02040816326530612,0.01662049861495845,0.01098901098901099,0.0,0.0,0.02631578947368421,0.038461538461538464,0.018604651162790697,0.0,0.02112676056338028,0.030303030303030304,0.0,0.0,0.04054054054054054,0.04054054054054054,0.05660377358490566,0.020080321285140562,0.041884816753926704,0.024489795918367346,0.0,0.010869565217391304,0.031413612565445025,0.0049504950495049506,0.025943396226415096,0.015384615384615385,0.027149321266968326,0.026490066225165563,0.0,0.008547008547008548,0.0
-11,0.009009009009009009,0.0,0.045454545454545456,0.014492753623188406,0.0,0.02142857142857143,0.01098901098901099,0.04285714285714286,0.14285714285714285,0.04854368932038835,0.017825311942959002,0.0,0.02077922077922078,0.05555555555555555,0.0,0.013888888888888888,0.011764705882352941,0.01834862385321101,0.017543859649122806,0.017241379310344827,0.013333333333333334,0.10810810810810811,0.0,0.14285714285714285,0.017543859649122806,0.032679738562091505,0.020833333333333332,0.0205761316872428,0.008733624454148471,0.03686635944700461,0.0,0.03305785123966942,0.07058823529411765,0.010101010101010102,0.017988552739165987,0.031746031746031744,0.007407407407407408,0.015217391304347827,0.024096385542168676,0.0,0.0
-10,0.019230769230769232,0.017543859649122806,0.0,0.014778325123152709,0.005952380952380952,0.005121638924455826,0.01662049861495845,0.07042253521126761,0.5,0.06666666666666667,0.027196652719665274,0.037037037037037035,0.0029411764705882353,0.024390243902439025,0.0,0.017543859649122806,0.037037037037037035,0.023529411764705882,0.009523809523809525,0.0,0.038834951456310676,0.06666666666666667,0.043478260869565216,0.0,0.058823529411764705,0.035830618892508145,0.0,0.021645021645021644,0.016483516483516484,0.029556650246305417,0.041666666666666664,0.0,0.034482758620689655,0.005208333333333333,0.019591141396933562,0.0,0.014742014742014743,0.01417004048582996,0.0,0.017241379310344827,0.0
